0,1,2,3,4,5,6
0.06402213064480752,0.03299735934125677,0.044502296905736885,0.12692371930617374,0.002298814174159053,0.06028992853012374,0.03390564578947579
0.013032833269227025,0.050551402689221286,-0.005637106652044444,0.04226352132113956,0.004351603556201898,-0.04770130415833725,-0.03648297754872801
0.014845648916179134,0.040527926492326484,0.01627724860091472,0.08932081115250813,-0.05775936146532086,-0.00800716334581106,0.14406180028605903
-0.03420080109573807,0.0033782270216902964,-0.06058214398627553,-0.016093143274891048,-0.05505315460257571,-0.041523350876255465,0.0006359446101088883
0.05853467448721093,0.052572493357912906,0.05081586562711703,0.04158534631624942,0.061726123003571574,0.0015936188340704238,-0.11847886099585264
-0.0685566559036636,-0.08265874916489367,-0.0641729630705842,-0.12641512498336668,-0.03344305915126225,-0.015010123797640664,0.05843695968526878
-0.00018710055770351314,0.04294871932546328,0.11083517574920491,0.13094778595721632,-0.03515160514824319,0.11789382039163696,0.16729304801041325
-0.029738116095910868,-0.008637770489663969,0.028577916246172858,0.05140429068774472,-0.055991174825565815,0.09111058605154349,0.2661231600754222
-0.06893734730120903,-0.04464126082370157,-0.04896802427754994,-0.06596205394263213,-0.046107613853592536,-0.014682300271177928,0.006198217821463652
0.07525823822663658,-0.0287406904258137,0.20806453027648125,0.16089185420572796,-0.05222764933339859,0.2848095059364199,0.30554244353493826
0.04314093685494067,0.013854835833563315,-0.004994784634711558,0.056129775875528955,-0.0058471720122286325,-0.04699689861895066,0.00331189161752787
0.025575704822380797,0.04145008058112067,0.001169451952371517,0.019761275640562594,0.06181739065001079,-0.01009445840688122,-0.18213800050921342
-0.013904419827267993,-0.011573849821067976,-0.016444587770292902,-0.06398609442540236,-0.06846561139817257,-0.052884044234093736,0.17949017979759221
-0.018190996138510013,-0.002801081353629988,-0.06528875258586078,0.012698430460525215,-0.1558936134366139,-0.07134293291550954,0.267143191131992
0.054415449852659004,0.058631215499084136,0.05777184434852767,0.1311712846224028,0.10538336304189698,0.03266068748384775,-0.16059047699740686
0.05834583930037327,0.015513017539740935,0.14417538889762516,0.12222271198741166,0.03957260552930819,0.0970562456199783,-0.04698207551692153
0.04075797411646577,0.03846696996623585,0.1255305909692753,0.1797540389694943,0.11449669650859452,0.13496766290858322,-0.08999024563050269
-0.0055871386310376095,0.019834127476591128,0.005055226483977773,-0.057961694682740726,0.13922348021968228,-0.05262356253600559,-0.28124184102136457
0.016099000028829098,0.022051713346835176,0.11872239963455263,0.10916960112949468,-0.023294668099253305,0.1825529443921606,0.20870253409718934
-0.017349420305108096,-0.018557169682816965,-0.10993472354361171,-0.12253353161538243,0.043808473553454186,-0.12635476789916192,-0.17001239501909704
-0.02364869489124305,0.016302045648773508,0.0697349245159442,0.08586921882320855,-0.012905540044935222,0.12290077857454787,0.14323289418423285
0.05946053072636559,0.02610587400680829,0.04035390841500161,0.10074344675751856,0.13894966955941165,0.05615892100226903,-0.2317199022150215
-0.002840582445764158,-0.03574995310263924,-0.043750921582049664,-0.03790150230052697,0.037719073350518516,-0.04090387266148718,-0.07204755743879669
0.016091294175515736,-0.024103302403981737,-0.07413863710707962,-0.043899691355774054,-0.08827117487618255,-0.06141521534231285,0.09913863509825954
-0.07479897929213412,-0.06648920541892583,-0.17128424218637608,-0.1842043055770443,0.08133293697271884,-0.21737712502763007,-0.30772881889288056
-0.010104609183143834,0.017972546887147434,0.06547009884245275,0.06022233591110863,-0.016020787861723156,0.08149144305021583,0.09674515337753548
-0.06833338099306972,-0.10822603020089022,-0.1106378532231513,-0.17978478585667312,-0.17043917705872336,-0.06078068048737259,0.30470337794850305
-0.003517842431177088,-0.00018364857152679346,0.020670469593461294,0.04853741344366645,-0.027091231000700797,0.07100608558981064,-0.028488686332094067
0.01076570856376949,0.12860071825658442,0.08683830506600729,0.20634036437638406,0.07394203011393408,0.055366895276400034,-0.1756569562972904
-0.003520530550587361,-0.10540865214346871,0.02286569054491067,-0.006290976672607648,-0.19870191068858198,0.17118836856411432,0.37344459897548155
0.055619238560993156,0.055550621195324,0.023868682072263878,0.14387958068032997,0.027151220261303562,0.03704914765962258,-0.0511576067408959
0.06497874729069081,0.020836801869923698,0.07828450151114215,0.09522425068416891,-0.05625756750514379,0.015913133382753606,0.2044041381897309
0.09264898887185638,0.05824413575635804,0.0637206085327284,0.13619389181283614,0.01078047336132549,0.003746200662792978,-0.013548815456684963
0.021178851104613504,0.0423436914647615,0.027311511756409026,0.0509997096581401,0.11107785926684176,-0.007004393666111331,-0.1881442023182603
0.03659492435039147,0.048587274456677626,0.072528788775829,0.06044865560769428,-0.027813126134451107,0.014778256367062622,0.19625252124891227
0.003672948377180834,0.06418727748804263,-0.0569149697196801,0.02765723145461659,0.047873362658377265,-0.03893781847870073,-0.19749755888307804
-0.010551634240042372,0.036709482892968714,0.028510105115627238,0.0787759325911527,-0.10224455053295584,0.05438906841648602,0.30219831787758356
-0.04648743657326394,0.016898346774620827,-0.03479442750316678,0.0009477187446464353,0.023439360481255448,-0.075585726923851,-0.067727163315589
0.05734407875813186,0.024501954338560828,0.0014552450194763981,-0.03373889300397658,-0.059455845404008216,-0.03217000889641212,0.16962635725562467
-0.032589972210642276,-0.06883247527589328,-0.07791384004937578,-0.10247530952480184,-0.004006256603491819,-0.09358856675817372,-0.06138296780901446
-0.05252189049410296,-0.08623048850686649,-0.06876064428285832,-0.11864281211101742,0.010348005556764071,-0.04514823281465731,-0.0324427462907951
0.039294228502033346,0.08773166214244497,0.11976118558328892,0.2045538223546239,0.10068281279578713,0.09209211223092727,-0.14690130518431554
0.024410642971631476,0.06065744324917141,0.057927088970447384,0.0949241071123269,0.06982480977638204,0.00280921769706404,-0.07142613192854964
-0.016342164514669855,-0.01785601057169536,0.012307346101508507,-0.021693501372510242,-0.02003308204445791,0.03621340281564276,0.06574614048446727
0.05741214045093313,0.020975556797947215,0.03580397382211586,0.06716759338878345,0.04310399527201558,0.007912806585856497,-0.049611977154089854
0.04725295000576884,0.022628468202886963,0.03826032861132707,0.09434747733235606,0.07506923282091092,0.04879151905821401,-0.10088771207790885
0.0119973658525466,-0.010035842133933189,0.07514066626026399,0.08360424536370153,-0.022115772920657396,0.07831253733695238,0.08079743793896581
